skill_major_id,skill_major,skill_sub_id,skill_sub,business_major_id,business_major,business_sub_id,business_sub,level
SK-05,設計・解析,SK-0503,構造設計・解析,BZ-06,衛星運用,BZ-0610,姿勢維持,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0316,機構系の設計,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0318,機構系の解析,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-03,宇宙機開発・製造,BZ-0350,ミッション系の解析,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-04,地上設備・施設管理,BZ-0403,射点設備管理,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-04,地上設備・施設管理,BZ-0407,施設・整備組立棟管理,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-05,打上運用,BZ-0512,衛星統合・点検,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-05,打上運用,BZ-0522,分離確認・記録,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-06,衛星運用,BZ-0609,衛星機体状態監視,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-06,衛星運用,BZ-0610,姿勢維持,1
SK-05,設計・解析,SK-0504,機構設計・解析,BZ-06,衛星運用,BZ-0614,ミッション実行,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0332,熱制御系の設計,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0334,熱制御系の解析,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0350,ミッション系の解析,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-06,衛星運用,BZ-0609,衛星機体状態監視,1
SK-05,設計・解析,SK-0505,熱／熱制御設計・解析,BZ-06,衛星運用,BZ-0615,廃棄運用,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-03,宇宙機開発・製造,BZ-0312,構造系の設計,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-03,宇宙機開発・製造,BZ-0314,構造系の解析,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-03,宇宙機開発・製造,BZ-0316,機構系の設計,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-03,宇宙機開発・製造,BZ-0318,機構系の解析,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0506,空力設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0314,構造系の解析,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0318,機構系の解析,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0507,流体制御設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0508,電気推進システム設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0508,電気推進システム設計・解析,BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0508,電気推進システム設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0508,電気推進システム設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0509,"化学推進（固体燃料）
システム設計・解析",BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0509,"化学推進（固体燃料）
システム設計・解析",BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0509,"化学推進（固体燃料）
システム設計・解析",BZ-04,地上設備・施設管理,BZ-0401,燃料貯蔵設備管理,1
SK-05,設計・解析,SK-0509,"化学推進（固体燃料）
システム設計・解析",BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0509,"化学推進（固体燃料）
システム設計・解析",BZ-05,打上運用,BZ-0515,燃料充填,1
SK-05,設計・解析,SK-0509,"化学推進（固体燃料）
システム設計・解析",BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0510,"化学推進（液体燃料）
システム設計・解析",BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0510,"化学推進（液体燃料）
システム設計・解析",BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0510,"化学推進（液体燃料）
システム設計・解析",BZ-04,地上設備・施設管理,BZ-0401,燃料貯蔵設備管理,1
SK-05,設計・解析,SK-0510,"化学推進（液体燃料）
システム設計・解析",BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0510,"化学推進（液体燃料）
システム設計・解析",BZ-05,打上運用,BZ-0515,燃料充填,1
SK-05,設計・解析,SK-0510,"化学推進（液体燃料）
システム設計・解析",BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0511,艤装設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0511,艤装設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0511,艤装設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0511,艤装設計・解析,BZ-03,宇宙機開発・製造,BZ-0324,電気系の設計,1
SK-05,設計・解析,SK-0511,艤装設計・解析,BZ-03,宇宙機開発・製造,BZ-0326,電気系の解析,1
SK-05,設計・解析,SK-0511,艤装設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0511,艤装設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0324,電気系の設計,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0326,電気系の解析,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0340,データ処理系の設計,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0342,データ処理系の解析,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0346,ソフトウェア系の解析,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-03,宇宙機開発・製造,BZ-0350,ミッション系の解析,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0512,回路設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0513,電気コンポーネント（部品）設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0513,電気コンポーネント（部品）設計・解析,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0513,電気コンポーネント（部品）設計・解析,BZ-03,宇宙機開発・製造,BZ-0350,ミッション系の解析,1
SK-05,設計・解析,SK-0513,電気コンポーネント（部品）設計・解析,BZ-05,打上運用,BZ-0512,衛星統合・点検,1
SK-05,設計・解析,SK-0513,電気コンポーネント（部品）設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0513,電気コンポーネント（部品）設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0514,電源コンポーネント（パワーエレクトロニクス）設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0514,電源コンポーネント（パワーエレクトロニクス）設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0514,電源コンポーネント（パワーエレクトロニクス）設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0514,電源コンポーネント（パワーエレクトロニクス）設計・解析,BZ-03,宇宙機開発・製造,BZ-0324,電気系の設計,1
SK-05,設計・解析,SK-0514,電源コンポーネント（パワーエレクトロニクス）設計・解析,BZ-03,宇宙機開発・製造,BZ-0326,電気系の解析,1
SK-05,設計・解析,SK-0514,電源コンポーネント（パワーエレクトロニクス）設計・解析,BZ-05,打上運用,BZ-0512,衛星統合・点検,1
SK-05,設計・解析,SK-0514,電源コンポーネント（パワーエレクトロニクス）設計・解析,BZ-06,衛星運用,BZ-0614,ミッション実行,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-03,宇宙機開発・製造,BZ-0328,通信系の設計,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-03,宇宙機開発・製造,BZ-0330,通信系の解析,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-05,打上運用,BZ-0517,通信状態把握,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0515,ネットワーク設計・解析,BZ-06,衛星運用,BZ-0608,衛星通信ネットワーク管理,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0336,制御系（姿勢・誘導）の設計,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0338,制御系（姿勢・誘導）の解析,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-05,打上運用,BZ-0512,衛星統合・点検,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-06,衛星運用,BZ-0609,衛星機体状態監視,1
SK-05,設計・解析,SK-0516,誘導制御系の設計・解析,BZ-06,衛星運用,BZ-0610,姿勢維持,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0336,制御系（姿勢・誘導）の設計,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-03,宇宙機開発・製造,BZ-0338,制御系（姿勢・誘導）の解析,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-05,打上運用,BZ-0512,衛星統合・点検,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-06,衛星運用,BZ-0609,衛星機体状態監視,1
SK-05,設計・解析,SK-0517,姿勢制御系の設計・解析,BZ-06,衛星運用,BZ-0610,姿勢維持,1
SK-05,設計・解析,SK-0518,EMC設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0518,EMC設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0518,EMC設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-03,宇宙機開発・製造,BZ-0340,データ処理系の設計,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-03,宇宙機開発・製造,BZ-0342,データ処理系の解析,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-03,宇宙機開発・製造,BZ-0346,ソフトウェア系の解析,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-05,打上運用,BZ-0509,設備点検,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-06,衛星運用,BZ-0608,衛星通信ネットワーク管理,1
SK-05,設計・解析,SK-0519,コンピュータ設計・解析,BZ-06,衛星運用,BZ-0609,衛星機体状態監視,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0306,接続・結合（インテグレーション）,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0312,構造系の設計,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0314,構造系の解析,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0316,機構系の設計,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0318,機構系の解析,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0336,制御系（姿勢・誘導）の設計,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0338,制御系（姿勢・誘導）の解析,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-05,打上運用,BZ-0512,衛星統合・点検,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0520,機械的インタフェース設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0306,接続・結合（インテグレーション）,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0324,電気系の設計,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0326,電気系の解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0328,通信系の設計,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0330,通信系の解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0336,制御系（姿勢・誘導）の設計,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0338,制御系（姿勢・誘導）の解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0340,データ処理系の設計,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0342,データ処理系の解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0344,ソフトウェア系の設計,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-03,宇宙機開発・製造,BZ-0346,ソフトウェア系の解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-05,打上運用,BZ-0512,衛星統合・点検,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-05,打上運用,BZ-0513,機体統合・点検,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-05,打上運用,BZ-0521,打上データの解析,1
SK-05,設計・解析,SK-0521,電気的インタフェース設計・解析,BZ-06,衛星運用,BZ-0607,通信リンク構築,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0307,プロダクト品質検査・品質管理,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0312,構造系の設計,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0314,構造系の解析,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0316,機構系の設計,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0318,機構系の解析,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0322,推進系の解析,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0332,熱制御系の設計,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0334,熱制御系の解析,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-03,宇宙機開発・製造,BZ-0350,ミッション系の解析,1
SK-05,設計・解析,SK-0522,材料設計・解析,BZ-06,衛星運用,BZ-0615,廃棄運用,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0304,デザインレビュー,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0307,プロダクト品質検査・品質管理,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0312,構造系の設計,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0316,機構系の設計,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0324,電気系の設計,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0328,通信系の設計,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0332,熱制御系の設計,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0336,制御系（姿勢・誘導）の設計,1
SK-05,設計・解析,SK-0523,信頼性設計,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-02,プロジェクト管理,BZ-0205,プロジェクト安全管理,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0304,デザインレビュー,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0307,プロダクト品質検査・品質管理,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0312,構造系の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0316,機構系の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0324,電気系の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0328,通信系の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0332,熱制御系の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0336,制御系（姿勢・誘導）の設計,1
SK-05,設計・解析,SK-0524,安全性設計,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-02,プロジェクト管理,BZ-0205,プロジェクト安全管理,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-03,宇宙機開発・製造,BZ-0302,システム設計（システム全体）,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-03,宇宙機開発・製造,BZ-0312,構造系の設計,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-03,宇宙機開発・製造,BZ-0316,機構系の設計,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-03,宇宙機開発・製造,BZ-0320,推進系の設計,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-03,宇宙機開発・製造,BZ-0336,制御系（姿勢・誘導）の設計,1
SK-05,設計・解析,SK-0525,保全性設計,BZ-03,宇宙機開発・製造,BZ-0348,ミッション系の設計,1
SK-05,設計・解析,SK-0526,整備性設計,BZ-01,プロジェクト企画・考案,BZ-0104,新技術創造,1
SK-05,設計・解析,SK-0526,整備性設計,BZ-02,プロジェクト管理,BZ-0205,プロジェクト安全管理,1
SK-05,設計・解析,SK-0526,整備性設計,BZ-03,宇宙機開発・製造,BZ-0301,概念設計（システム全体）,1
